customerID,split,Churn
9092-GDZKO,train,0
0823-HSCDJ,test,1
3729-OWRVL,test,0
2324-AALNO,train,0
0822-GAVAP,train,1
5760-IFJOZ,train,0
2826-UWHIS,train,0
1448-PWKYE,test,1
7501-IWUNG,train,0
4957-TREIR,train,0
7251-LJBQN,test,0
8040-MNRTF,train,0
1536-HBSWP,test,0
5313-FPXWG,test,0
0067-DKWBL,train,1
0946-FKYTX,train,0
5076-YVXCM,train,0
8262-COGGB,train,0
6663-JOCQO,train,0
9620-QJREV,train,0
2276-YDAVZ,train,1
2682-KEVRP,train,0
2480-JZOSN,train,0
0078-XZMHT,train,0
5896-NPFWW,train,1
9978-HYCIN,train,0
8338-QIUNR,test,0
1525-LNLOJ,test,0
9450-TRJUU,test,0
1766-GKNMI,train,0
6942-LBFDP,train,0
1456-TWCGB,train,0
7133-VBDCG,train,1
7596-ZYWBB,train,0
8329-UTMVM,train,0
3014-WJKSM,train,0
3347-YJZZE,train,0
1029-QFBEN,train,1
7929-DMBCV,train,0
9661-JALZV,train,0
5433-KYGHE,train,0
4312-KFRXN,test,0
5575-TPIZQ,test,0
0114-IGABW,train,0
9944-AEXBM,test,0
1853-ARAAQ,train,0
6952-OMNWB,train,0
4697-LUPSU,train,0
8434-VGEQQ,train,0
4952-YSOGZ,train,1
1589-AGTLK,train,1
5244-IRFIH,train,1
6549-YMFAW,train,0
4950-HKQTE,train,0
6786-OBWQR,train,0
2684-EIWEO,train,1
2753-JMMCV,train,0
6439-GTPCA,train,1
6621-YOBKI,train,0
1216-JWVUX,train,0
7564-GHCVB,train,0
1173-NOEYG,train,0
7595-EHCDL,train,0
6647-ZEDXT,train,0
2521-NPUZR,train,0
1307-TVUFB,train,0
7503-MIOGA,train,0
4381-MHQDC,train,0
6923-JHPMP,train,0
5138-WVKYJ,train,1
4018-PPNDW,test,0
1635-FJFCC,train,0
2499-AJYUA,train,0
6919-ELBGL,test,0
3966-HRMZA,test,0
6425-JWTDV,train,0
8405-IGQFX,train,0
8224-IVVPA,train,0
9477-LGWQI,train,0
1410-RSCMR,train,0
3115-CZMZD,test,0
0139-IVFJG,train,0
6683-VLCTZ,train,1
5730-DBDSI,train,0
0030-FNXPP,train,0
2189-WWOEW,train,1
5684-FJVYR,train,0
4013-GUXND,test,0
1894-IGFSG,test,1
7379-POKDZ,train,1
1266-NZYUI,train,0
7969-FFOWG,train,0
4718-DHSMV,train,0
5175-WLYXL,train,0
7817-OMJNA,train,0
8728-SKJLR,test,0
3137-NYQQI,train,0
7706-DZNKK,train,0
0236-HFWSV,train,1
3900-AQPHZ,train,1
5842-POCOP,train,1
2037-XJFUP,train,1
8823-RLPWL,train,0
9505-SQFSW,train,0
7314-OXENN,train,1
3758-CKOQL,train,0
0322-CHQRU,test,1
5676-CFLYY,train,0
7521-AFHAB,train,0
0285-INHLN,train,0
4678-DVQEO,test,1
5125-CNDSP,train,0
0691-IFBQW,train,1
4992-LTJNE,train,0
2202-OUTMO,train,0
0810-BDHAW,train,0
0229-LFJAF,train,0
7131-ZQZNK,train,0
3442-ZHHCC,test,0
5726-CVNYA,train,0
9871-ELEYA,train,0
4257-GAESD,train,0
5173-WXOQV,train,0
2040-OBMLJ,test,0
6286-ZHAOK,train,0
3807-XHCJH,train,0
3009-JWMPU,train,1
5671-RQRLP,test,0
1450-GALXR,train,1
8859-AXJZP,train,0
3174-AKMAS,train,0
3138-BKYAV,train,1
9926-PJHDQ,test,0
7382-DFJTU,train,0
2798-NYLMZ,test,0
4289-DTDKW,train,1
1820-TQVEV,test,1
2239-JALAW,train,1
4853-RULSV,train,1
8098-TDCBU,train,0
3551-GAEGL,train,0
4785-NKHCX,train,0
3196-NVXLZ,train,0
6275-YDUVO,train,1
0036-IHMOT,train,0
0115-TFERT,train,1
4178-EGMON,train,0
4220-TINQT,train,0
5318-YKDPV,test,0
7975-TZMLR,train,0
0295-QVKPB,train,0
4335-BSMJS,train,0
2311-QYMUQ,train,1
3643-AHCFP,train,1
9146-JRIOX,train,0
3104-OWCGK,train,1
5337-IIWKZ,train,0
9101-BWFSS,train,1
9650-VBUOG,train,0
3487-EARAT,test,0
2672-TGEFF,train,0
9231-ZJYAM,train,1
4250-WAROZ,train,0
8184-WMOFI,train,0
6982-SSHFK,train,1
6092-QZVPP,train,0
4625-LAMOB,train,0
0727-BMPLR,train,1
0392-BZIUW,train,0
1038-ZAGBI,train,1
6549-NNDYT,train,0
3027-ZTDHO,train,1
0422-OHQHQ,train,0
6916-HIJSE,train,0
2316-ESMLS,train,0
9778-OGKQZ,train,0
7408-OFWXJ,test,0
6007-TCTST,train,0
2252-NKNSI,train,0
8713-IGZSO,test,0
7905-TVXTA,train,0
7695-PKLCZ,train,0
2382-BCKQJ,train,1
8374-UULRV,train,0
2207-NHRJK,train,1
3224-DFQNQ,train,0
5275-PMFUT,train,0
4795-UXVCJ,train,0
9777-IQHWP,test,0
0947-MUGVO,train,1
9944-HKVVB,train,1
4124-MMETB,train,1
3671-SHRSP,train,1
0979-MOZQI,test,0
2732-ISEZX,train,0
3313-QKNKB,test,1
0323-XWWTN,train,0
1937-OTUKY,train,0
1573-LGXBA,train,0
1764-VUUMT,train,0
5073-WXOYN,train,1
4713-ZBURT,train,0
3050-GBUSH,train,0
0207-MDKNV,train,1
7876-AEHIG,train,0
7945-HLKEA,train,0
9342-VNIMQ,train,0
9851-KIELU,test,1
3523-BRGUW,train,0
3908-BLSYF,test,1
3199-NPKCN,train,0
5170-PTRKA,test,0
4661-NJEUX,train,0
2123-AGEEN,train,0
1258-YMZNM,train,0
0048-LUMLS,test,0
7549-MYGPK,train,1
5898-IGSLP,train,0
3804-RVTGV,train,1
6259-WJQLC,train,0
9227-LUNBG,test,1
7997-EASSD,test,0
0730-KOAVE,test,0
8975-SKGRX,train,0
0678-RLHVP,train,0
4315-MURBD,train,1
2267-FPIMA,train,0
1051-GEJLJ,test,0
9734-YWGEX,train,1
2719-BDAQO,train,1
5285-MVEHD,train,0
0379-DJQHR,test,0
0781-LKXBR,train,1
5543-QDCRY,train,0
0297-RBCSG,test,0
4694-PHWFW,train,0
0835-JKADZ,train,0
1907-UBQFC,train,1
7508-SMHXL,train,0
3865-YIOTT,train,0
5993-BQHEA,train,0
6024-RUGGH,train,0
6513-EECDB,train,1
3956-CJUST,train,0
4079-WWQQQ,train,0
6103-BOCOU,train,0
5149-TGWDZ,train,0
7471-WNSUF,train,0
8942-DBMHZ,train,0
4301-VVZKA,test,0
9199-PWQVC,train,0
4824-GUCBY,train,0
5393-HJZSM,train,0
7074-IEVOJ,train,1
9625-QSTYE,train,1
0862-PRCBS,train,0
8812-ZRHFP,train,0
5146-CBVOE,train,0
0454-OKRCT,train,0
5787-KXGIY,train,0
4750-ZRXIU,test,1
4198-VFOEA,train,0
6630-UJZMY,test,0
5709-LVOEQ,test,0
6400-BWQKW,train,1
2692-AQCPF,train,0
0347-UBKUZ,train,0
0835-DUUIQ,train,0
0811-GSDTP,train,0
7567-ECMCM,train,0
6115-ZTBFQ,train,0
6353-BRMMA,train,0
6680-WKXRZ,test,1
6231-WFGFH,train,0
9904-EHEVJ,train,0
7028-DVOIQ,train,1
6169-PPETC,test,0
4208-UFFGW,test,1
8584-KMVXD,train,0
8467-WYNSR,train,0
0851-DFJKB,train,0
5382-SOYZL,test,0
9448-REEVD,train,1
3261-CQXOL,train,0
8388-FYNPZ,train,0
4002-BQWPQ,test,0
5651-YLPRD,test,0
2826-DXLQO,train,0
4378-BZYFP,train,0
9489-UTFKA,train,0
4849-PYRLQ,train,0
9117-SHLZX,train,1
9889-TMAHG,train,1
4541-RMRLG,test,1
7764-BDPEE,test,0
3429-IFLEM,test,0
3158-MOERK,train,1
7294-TMAOP,train,1
5002-GCQFH,train,0
0556-FJEGU,train,0
8919-FYFQZ,train,1
0604-THJFP,train,0
2834-JRTUA,train,1
5875-YPQFJ,train,1
5879-SESNB,train,0
6646-QVXLR,test,1
6461-PPAXN,test,0
3318-ISQFQ,train,0
1106-HRLKZ,train,0
2483-XSSMZ,train,0
8603-IJWDN,train,1
8165-ZJRNM,test,0
9369-XFEHK,test,1
2604-XVDAM,train,0
3717-OFRTN,train,0
9046-JBFWA,train,0
3280-NMUVX,train,0
1206-EHBDD,train,0
8361-LBRDI,train,0
4883-KCPZJ,train,0
9108-EQPNQ,test,0
7277-KAMWT,train,0
3842-IYKUE,train,1
6641-XRPSU,train,1
1374-DMZUI,train,1
2545-LXYVJ,train,0
3234-VKACU,train,0
8357-EQXFO,train,1
1989-PRJHP,test,1
8120-JDCAM,train,0
8917-FAEMR,train,0
7047-YXDMZ,train,0
2858-EIMXH,train,0
9524-EGPJC,train,1
6993-OHLXR,train,1
8818-XYFCQ,train,1
6419-ZTTLE,train,0
0929-HYQEW,train,0
6614-YOLAC,train,0
7426-RHZGU,train,0
4065-JJAVA,train,0
4695-VADHF,test,1
3863-IUBJR,train,1
7649-SIJJF,test,0
9361-YNQWJ,train,0
3748-FVMZZ,train,0
9391-TTOYH,train,0
1452-XRSJV,train,0
3422-WJOYD,train,0
8242-SOQUO,train,0
7460-ITWWP,test,0
7147-AYBAA,train,0
7868-TMWMZ,train,0
4822-RVYBB,train,1
6732-FZUGP,train,0
8436-BJUMM,train,1
4184-TJFAN,train,1
8329-GWVPJ,train,0
1352-VHKAJ,train,0
4145-UQXUQ,train,1
2632-TACXW,test,0
8146-QQKZH,train,0
1767-CJKBA,test,0
6445-TNRXS,test,0
4581-LNWUM,test,0
4869-EPIUS,train,0
9948-YPTDG,train,1
1236-WFCDV,test,1
1915-OAKWD,train,0
7296-PIXQY,train,0
4883-QICIH,train,1
3354-OADJP,test,0
3524-WQDSG,test,0
0810-DHDBD,train,0
4026-SKKHW,train,0
2829-HYVZP,train,0
8329-IBCTI,train,1
1271-SJBGZ,train,1
3845-JHAMY,train,0
7013-PSXHK,train,0
5669-SRAIP,train,1
5981-ITEMU,train,1
3486-NPGST,train,0
6941-PMGEP,train,1
1624-WOIWJ,train,1
2074-GKOWZ,train,1
0376-YMCJC,test,1
6100-FJZDG,train,0
4829-ZLJTK,train,0
1730-VFMWO,test,0
7143-BQIBA,train,0
3800-LYTRK,train,0
0634-SZPQA,train,1
9646-NMHXE,train,0
7030-NJVDP,train,0
5536-RTPWK,train,1
